"Species","Primer","Bayescan_fst","Bayescan_Probability","Bayescan_alpha","Bayescan_qvalue","Bayescan_Type","PCadapt_K","PCadapt_chi2_statistic","PCadapt_pvalue","PCadapt_qvalue","PCadapt_Type","Overall_Type"
"\textit{Androsace obtusifolia}","ACA_CAT_178.0",0.2237325,0.0962845,-0.04519675,0.8734975,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_187.0",0.229895,0.0750075,0.0062519,0.89684,"neutral",3,7.77556514686391,0.0508851277194498,0.38300128632644,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_192.0",0.225235,0.0855585,-0.028592,0.88758,"neutral",3,0.64948114189697,0.885017103965427,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_196.0",0.25302,0.14306,0.12425,0.80976,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_199.0",0.273995,0.20772,0.2262075,0.750035,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_200.0",0.2260675,0.081283,-0.02178125,0.891685,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_204.0",0.230995,0.07798275,0.01194675,0.8950075,"neutral",3,0.264575160436139,0.9665471654676,0.985840886924641,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_205.0",0.2516575,0.13601,0.1168375,0.8240725,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_210.0",0.22393,0.089959,-0.0405775,0.883795,"neutral",3,1.51399282499888,0.679044579750506,0.947504136894465,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_214.0",0.242425,0.10386,0.0737795,0.86281,"neutral",3,15.9981776308291,0.00113496025888897,0.0468261530395582,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_219.0",0.2232925,0.09605975,-0.04748375,0.8744675,"neutral",3,0.337606161967887,0.952807330214765,0.985840886924641,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_229.0",0.22946,0.0645065,0.006540275,0.900425,"neutral",3,1.79175734581143,0.616730270433341,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_237.0",0.2491925,0.124735,0.105575,0.8348,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_243.0",0.22839,0.07433225,-0.00360385,0.897645,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_246.0",0.226095,0.07960775,-0.0211885,0.89336,"neutral",3,0.694976943511856,0.874384782113729,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_248.0",0.25575,0.1517675,0.1370775,0.7921575,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_282.0",0.228225,0.07328225,-0.00409285,0.897725,"neutral",3,0.689377825446876,0.875699502570642,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_300.0",0.23663,0.087859,0.04313,0.8853875,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_390.0",0.2094,0.155595,-0.1781325,0.7879625,"neutral",3,4.57613544601376,0.205598887920112,0.749831238296877,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_391.0",0.225595,0.081733,-0.0250425,0.8915925,"neutral",3,2.14930817403106,0.542001967315876,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_393.0",0.224405,0.090934,-0.039426,0.881605,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_82.3",0.2221325,0.099585,-0.0565755,0.86763,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_83.0",0.22665,0.070732,-0.01255375,0.89881,"neutral",3,1.96644270107619,0.579400779294017,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_84.2",0.22871,0.069232,0.00062195,0.8994675,"neutral",3,2.2292611043402,0.526207866290004,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_86.9",0.23334,0.078133,0.02594075,0.894305,"neutral",3,4.1051832230024,0.250327951686581,0.81685963181937,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_90.9",0.2236225,0.0973095,-0.0479625,0.871145,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_94.8",0.2260075,0.082308,-0.0220915,0.8908425,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_95.6",0.222265,0.097735,-0.055727,0.870205,"neutral",3,1.36669127692215,0.713360713357122,0.961486178872643,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_100.0",0.238455,0.0932095,0.05233775,0.8786675,"neutral",3,2.44986690239599,0.484419421562585,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_101.0",0.2220175,0.09448425,-0.05359875,0.876385,"neutral",3,1.2120055968487,0.750126337291226,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_109.3",0.2264775,0.078408,-0.01761825,0.8940975,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_110.2",0.2238825,0.09270925,-0.044068,0.8793425,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_113.5",0.2256675,0.08690875,-0.02628875,0.88632,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_115.9",0.218865,0.10811,-0.083371,0.8545425,"neutral",3,0.896547783500083,0.826260827544878,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_117.4",0.2242225,0.09440925,-0.04052625,0.8764575,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_118.2",0.233875,0.082658,0.0275315,0.8902725,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_122.9",0.23937,0.0962345,0.057039,0.8732375,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_129.5",0.2178775,0.119185,-0.09999625,0.843175,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_130.1",0.217365,0.120485,-0.1011715,0.84173,"neutral",3,3.39082205284858,0.335200621173522,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_135.5",0.22703,0.078058,-0.01445725,0.8948875,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_137.9",0.237085,0.091034,0.04375075,0.88074,"neutral",3,0.75306648907191,0.860656743914401,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_144.9",0.22373,0.09290925,-0.044243,0.8786,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_145.8",0.22265,0.090734,-0.04621875,0.8822475,"neutral",3,2.42335439102955,0.489302017183332,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_150.9",0.218295,0.11291,-0.0892395,0.8504225,"neutral",3,1.79320641318076,0.616414411233298,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_152.8",0.2259575,0.08583375,-0.02425075,0.8878125,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_155.4",0.2219825,0.0951345,-0.05612675,0.874975,"neutral",3,0.79418316989055,0.850857830718466,0.965007514542036,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_164.0",0.224995,0.08303325,-0.030842,0.889935,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_175.9",0.22216,0.101535,-0.058569,0.86503,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_181.6",0.216995,0.126535,-0.10852125,0.8343325,"neutral",3,2.30859337772112,0.51087664324274,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_182.1",0.224045,0.09155925,-0.04119825,0.8815075,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_188.1",0.2263325,0.08268325,-0.020214,0.890155,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_191.3",0.2204575,0.105385,-0.07395475,0.8595025,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_193.9",0.22414,0.090709,-0.03949525,0.883195,"neutral",3,3.87711618329817,0.275042748212181,0.852632519457762,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_196.8",0.230275,0.076408,0.0076243,0.89619,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_201.7",0.22605,0.08158325,-0.02186675,0.891725,"neutral",3,2.82850538651509,0.418828894796125,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_212.4",0.2349075,0.07438225,0.03682125,0.897705,"neutral",3,5.61460849001419,0.131942211478844,0.618510874626001,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_215.6",0.2180025,0.116385,-0.09748475,0.84683,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_219.0",0.252485,0.13891,0.120525,0.8207675,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_225.2",0.2240775,0.09423425,-0.04197575,0.8766225,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_253.2",0.2216175,0.0963595,-0.05772475,0.874255,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_256.7",0.2233975,0.0947595,-0.047174,0.8763875,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_262.5",0.2960275,0.317855,0.338035,0.682145,"neutral",3,15.3920110282256,0.0015105210657922,0.0468261530395582,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_263.6",0.2312575,0.063181,0.0179875,0.9008225,"neutral",3,7.55950751628008,0.0560490027595818,0.38300128632644,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_264.8",0.22762,0.08340825,-0.013031425,0.889905,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_267.9",0.2236025,0.09270925,-0.0456145,0.8797375,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_269.8",0.232605,0.078933,0.02079775,0.8936925,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_270.8",0.23204,0.078808,0.01760975,0.8940925,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_276.8",0.2219225,0.099435,-0.058695,0.868635,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_299.0",0.218235,0.11831,-0.09650175,0.8421025,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_305.1",0.216695,0.12186,-0.1096375,0.84003,"neutral",3,8.25941488158236,0.0409438554150842,0.38300128632644,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_312.1",0.22595,0.08315825,-0.023084,0.890005,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_313.2",0.2247,0.09263425,-0.03774,0.87965,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_316.0",0.225185,0.0851585,-0.029386,0.8878775,"neutral",3,2.4739365848227,0.480019745797783,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_319.0",0.243105,0.109735,0.07419,0.8540625,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_324.1",0.2236225,0.09243425,-0.04377125,0.88061,"neutral",3,0.151524465856131,0.985007062360106,0.985840886924641,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_359.4",0.21958,0.10671,-0.079974,0.85772,"neutral",3,2.02629545234313,0.566966962390738,0.932616506508955,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_360.5",0.218055,0.11411,-0.09293875,0.84974,"neutral",3,1.47650011244111,0.687704615487918,0.947504136894465,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_363.2",0.2256875,0.0850585,-0.02569725,0.8881325,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_364.1",0.253475,0.14221,0.1252725,0.81286,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_376.2",0.2237475,0.09245925,-0.044351,0.879795,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_376.7",0.2222375,0.09710975,-0.05594325,0.8722675,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_396.0",0.253975,0.1409125,0.128,0.8143625,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_403.4",0.2435825,0.109235,0.0768935,0.8552725,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_420.5",0.22618,0.081508,-0.02134975,0.891845,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_51.9",0.26125,0.0647565,-0.001892325,0.8837825,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_54.7",0.2652725,0.061106,0.0209655,0.88685,"neutral",3,9.78194800137076,0.0205135631537325,0.181337793298945,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_69.0",0.2543675,0.090134,-0.0488085,0.844255,"neutral",3,0.315358138825794,0.957114619329301,0.994344788484091,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_73.6",0.2478225,0.12331,-0.107176,0.695365,"neutral",3,0.460317162975196,0.927518943059014,0.994344788484091,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_77.9",0.2589275,0.08245825,-0.021764,0.85825,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_86.9",0.26233,0.07235725,0.001554625,0.8740275,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_90.5",0.26737,0.06815675,0.03056875,0.8794125,"neutral",3,5.96038111821802,0.113553760418305,0.465570417715051,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_95.3",0.2560625,0.0961595,-0.045949,0.8176475,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_97.0",0.3560475,0.386065,0.423465,0.30908,"neutral",3,22.0847664058823,6.26348517506144e-05,0.00513605784355038,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_97.1",0.25639,0.09388425,-0.04255125,0.8323375,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_100.3",0.2599,0.07703275,-0.0140655,0.86806,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_105.4",0.25813,0.0952845,-0.0341545,0.8242625,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_118.4",0.2590525,0.079758,-0.01974875,0.86298,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_121.3",0.25782,0.0957595,-0.0360315,0.8266325,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_128.0",0.25531,0.08953375,-0.0448465,0.8455375,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_130.0",0.2554125,0.09876,-0.05158175,0.8028825,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_147.4",0.263695,0.070107,0.010667,0.8769825,"neutral",3,2.38401208708862,0.496617706492007,0.979499821021159,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_156.9",0.27603,0.101185,0.069381,0.7776775,"neutral",3,7.722069963668,0.0521188502586438,0.302477067542462,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_175.1",0.2383525,0.16712,-0.1854225,0.5668575,"neutral",3,0.55355552017139,0.906977439093161,0.994344788484091,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_177.9",0.25804,0.0966095,-0.03519125,0.8121625,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_179.6",0.2579975,0.088909,-0.031171,0.848395,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_188.6",0.2638225,0.061156,0.01289825,0.88733,"neutral",3,2.69423950285649,0.441207118312469,0.979499821021159,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_190.0",0.2579025,0.087884,-0.030065,0.8513125,"neutral",3,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_195.5",0.2885575,0.156045,0.1257125,0.58634,"neutral",3,7.03709435172517,0.0707248005293478,0.341143155494501,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_197.1",0.276565,0.108935,0.07278,0.7346125,"neutral",3,15.9615331700177,0.00115476315020204,0.0405372049946318,"adaptive","neutral"
