"Species","Primer","Bayescan_fst","Bayescan_Probability","Bayescan_alpha","Bayescan_qvalue","Bayescan_Type","PCadapt_K","PCadapt_chi2_statistic","PCadapt_pvalue","PCadapt_qvalue","PCadapt_Type","Overall_Type"
"\textit{Androsace obtusifolia}","ACA_CAT_81.0",0.229745,0.06615675,0.01443925,0.9025075,"neutral",3,3.62115058481395,0.305385870929182,0.916157612787545,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_97.0",0.22464,0.079758,-0.023505,0.8888275,"neutral",3,2.20036690902578,0.531876105189717,0.955861157256411,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_102.0",0.2211475,0.09350925,-0.05444775,0.863485,"neutral",3,4.71575339693489,0.19383419891031,0.872253895096396,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_103.0",0.22531,0.0863085,-0.02212825,0.8782825,"neutral",3,12.6460683380792,0.00546801140754834,0.114828239558515,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_108.0",0.223245,0.0847335,-0.03361775,0.8820575,"neutral",3,0.570058977282844,0.903251148573722,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_120.0",0.2367,0.0937345,0.04803925,0.8636875,"neutral",3,14.5007939648644,0.00229699323523102,0.0723552869097771,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_131.0",0.2816525,0.245795,0.2715475,0.6521525,"neutral",3,10.8019435675876,0.0128464973934319,0.134888222631035,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_133.0",0.22733,0.0754325,-0.00471825,0.894955,"neutral",3,1.48319305863382,0.686154760804848,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_135.0",0.22802,0.0758075,2.39425e-05,0.8944375,"neutral",3,6.36459399972655,0.0951583002057021,0.666108101439915,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_152.0",0.2310175,0.068532,0.0211945,0.90158,"neutral",3,7.47371930651927,0.0582375743639876,0.524138169275888,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_153.0",0.2203,0.099135,-0.0610695,0.8526675,"neutral",3,2.70340337434801,0.439649236350637,0.955100065175521,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_155.0",0.2247025,0.0749575,-0.019479,0.8960475,"neutral",3,0.628247660825937,0.889936350905932,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_159.0",0.246935,0.123885,0.10016975,0.767385,"neutral",3,5.44741426344188,0.141817876500813,0.801996666944985,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_168.0",0.230405,0.073307,0.01594275,0.8987375,"neutral",3,3.98460705696817,0.263131094159349,0.916157612787545,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_187.0",0.231975,0.08063325,0.023525,0.8873375,"neutral",3,4.34654546211338,0.226393339191751,0.89142377306752,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_192.0",0.226605,0.081183,-0.011051125,0.886445,"neutral",3,0.857273148301604,0.835724575169646,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_204.0",0.2342525,0.0860835,0.03568975,0.8786,"neutral",3,3.41347649944078,0.332158520139473,0.917775592044221,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_210.0",0.2257175,0.08275825,-0.01871,0.8836,"neutral",3,1.17930116703731,0.757972906735612,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_214.0",0.2492975,0.13356,0.112875,0.7402,"neutral",3,11.0929868653525,0.0112335413449123,0.134888222631035,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_219.0",0.22507,0.08785875,-0.0266685,0.87441,"neutral",3,0.171489550531481,0.982055062155028,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_229.0",0.2284925,0.06538125,0.006450475,0.9027575,"neutral",3,1.98008133466796,0.576551174218153,0.955861157256411,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_237.0",0.2730475,0.209945,0.228915,0.69812,"neutral",3,18.8454022269444,0.000294276888548935,0.0185394439785829,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_246.0",0.2280175,0.078108,-0.0012410275,0.8915275,"neutral",3,1.60562827788408,0.658114319836479,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_282.0",0.2275125,0.0769075,-0.003792475,0.8930775,"neutral",3,0.444877253622943,0.930823563310534,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_390.0",0.216185,0.118335,-0.10032425,0.78643,"neutral",3,5.08763544008835,0.165491375718806,0.801996666944985,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_391.0",0.227205,0.07660775,-0.0060502,0.8934175,"neutral",3,4.46043258852965,0.215846880255028,0.89142377306752,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_83.0",0.2270875,0.071082,-0.0041501525,0.8999925,"neutral",3,1.5041491266965,0.681313045673803,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_84.2",0.229975,0.0739075,0.013501625,0.8981875,"neutral",3,2.28809472467523,0.514805477686094,0.955861157256411,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_86.9",0.227175,0.07460725,-0.004122675,0.8969275,"neutral",3,3.70460064687327,0.295179380449999,0.916157612787545,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_95.6",0.2197475,0.105185,-0.0733385,0.83497,"neutral",3,0.9996707412832,0.801331627870739,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_100.0",0.228465,0.07663275,0.0026158475,0.89399,"neutral",3,2.36597388437534,0.499999999999999,0.955861157256411,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_101.0",0.2226575,0.0877085,-0.04004825,0.874315,"neutral",3,0.798783448308892,0.849757994356965,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_115.9",0.2178175,0.107885,-0.083168,0.8293275,"neutral",3,0.527665526674066,0.912772708203614,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_129.5",0.2203875,0.101985,-0.066016,0.8404275,"neutral",3,0.639866145225312,0.887248302279156,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_130.1",0.2204425,0.101835,-0.063746,0.8441125,"neutral",3,2.9889474919343,0.39333239659038,0.917775592044221,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_137.9",0.225355,0.090709,-0.02519575,0.8692025,"neutral",3,2.3847481960752,0.496480055810965,0.955861157256411,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_145.8",0.22429,0.080283,-0.025323,0.88738,"neutral",3,3.08471227154142,0.378747728654432,0.917775592044221,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_150.9",0.2189725,0.103185,-0.072641,0.841185,"neutral",3,1.17826113297598,0.758222771569993,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_155.4",0.2251725,0.08253325,-0.022047,0.8844075,"neutral",3,0.131203490993184,0.987846347603686,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_193.9",0.2250425,0.088009,-0.02566525,0.873905,"neutral",3,0.175104740504111,0.981504503866641,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_201.7",0.227165,0.07905775,-0.0067811,0.8901575,"neutral",3,0.40888709537077,0.93840057185289,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_212.4",0.238385,0.091659,0.05957425,0.867385,"neutral",3,3.76463363693972,0.288026718844167,0.916157612787545,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_262.5",0.33463,0.449895,0.5344075,0.550105,"neutral",3,11.1705610648634,0.0108384498621628,0.134888222631035,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_263.6",0.233795,0.07725775,0.03649825,0.8925275,"neutral",3,5.20796809212265,0.157186921545699,0.801996666944985,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_305.1",0.2207525,0.100835,-0.062557,0.8467625,"neutral",3,7.12315849671227,0.0680741877569943,0.53608422858633,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_316.0",0.22426,0.08280825,-0.028287,0.8839475,"neutral",3,3.28557790136473,0.349654981777047,0.917775592044221,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_324.1",0.2257975,0.08595875,-0.01931575,0.87914,"neutral",3,0.215660237955409,0.97502246445236,0.987846347603686,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_359.4",0.219005,0.10971,-0.07830175,0.81345,"neutral",3,2.80024239557983,0.423460015981589,0.952785035958575,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_360.5",0.2195325,0.10226,-0.06972975,0.84044,"neutral",3,2.10292398563427,0.551321447667517,0.955861157256411,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_54.7",0.29204,0.052955275,0.006437475,0.887736,"neutral",2,6.09516918173112,0.0474734538317586,0.199888226660036,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_69.0",0.2832025,0.090309,-0.04951875,0.7703075,"neutral",2,0.576906952220654,0.749421670347574,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_73.6",0.2748175,0.12866,-0.1180425,0.6895625,"neutral",2,0.771066750892913,0.680087797315989,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_90.5",0.294035,0.059731,0.01580775,0.8810525,"neutral",2,6.56730635671425,0.0374910448562559,0.166626866027804,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_97.0",0.3244175,0.166845,0.1511425,0.6178125,"neutral",2,44.3104158007451,2.38844620136323e-10,1.91075696109058e-08,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_147.4",0.2917025,0.068732,0.0021300925,0.85881,"neutral",2,3.87628093593099,0.1439714204839,0.426581986618962,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_156.9",0.29719,0.069207,0.030179,0.8565025,"neutral",2,16.8163632820722,0.000223035046192984,0.00223035046192984,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_175.1",0.254515,0.219195,-0.2783375,0.45653,"neutral",2,0.0744085872858403,0.96347928254934,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_188.6",0.290415,0.062356,-0.00326065,0.8755225,"neutral",2,0.816672118349551,0.664755444114886,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_195.5",0.30077,0.0829835,0.0467815,0.80362,"neutral",2,4.17212784153428,0.124174937567506,0.404601232761446,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_197.1",0.2994775,0.07705775,0.0412285,0.8302825,"neutral",2,3.35449167452696,0.186887987810392,0.515553069821771,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_200.6",0.2885875,0.07388225,-0.01677925,0.84121,"neutral",2,0.451342511767161,0.797980389908654,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_209.2",0.2811425,0.102085,-0.0682705,0.737055,"neutral",2,0.0894791029709196,0.956246502384256,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_213.1",0.287745,0.07038225,-0.0199155,0.854355,"neutral",2,0.663474919734147,0.717675716800962,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_215.0",0.2909925,0.06733175,-0.00181328,0.8647525,"neutral",2,0.681053050946445,0.711395656200992,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_227.1",0.2982675,0.07493225,0.03426325,0.835575,"neutral",2,10.0170816698745,0.00668064436047128,0.0445376290698086,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_229.1",0.2937925,0.068082,0.01277825,0.861585,"neutral",2,8.00282281158482,0.0182898063243188,0.0975456337297003,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_231.4",0.2953825,0.059106,0.0226375,0.8809675,"neutral",2,8.11006643533535,0.0173349043488104,0.0975456337297003,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_315.9",0.265715,0.167995,-0.18002,0.59659,"neutral",2,0.0716818990860324,0.964793732164549,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_334.8",0.2875275,0.070782,-0.02030875,0.8539475,"neutral",2,0.941949798277592,0.624393251023043,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_336.6",0.288975,0.068607,-0.012695575,0.85618,"neutral",2,0.501444535140607,0.778238483611842,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_488.6",0.289535,0.05263025,-0.006552025,0.88737,"neutral",2,2.37063050289655,0.305649807764284,0.764124519410709,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_98.2",0.2914025,0.06993225,8.6245e-05,0.8535325,"neutral",2,0.107784473683702,0.947534210279141,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_145.8",0.273705,0.13081,-0.1233725,0.68195,"neutral",2,0.172685644436915,0.917279713445081,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_154.2",0.2861725,0.080658,-0.0308165,0.8089575,"neutral",2,1.44230557595603,0.486191457114219,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_171.1",0.286325,0.077358,-0.0302035,0.8277125,"neutral",2,0.277804733984358,0.870312995585891,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_181.1",0.2883775,0.0640065,-0.0140245,0.8732375,"neutral",2,1.53824792699536,0.463418862379377,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_183.0",0.29108,0.060131,0.000245235,0.87884,"neutral",2,1.69794080215783,0.427855224525001,0.950789387833336,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_184.4",0.2998475,0.079158,0.04202225,0.8189725,"neutral",2,4.93364049981607,0.0848542457790924,0.308560893742154,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_195.0",0.2898925,0.060131,-0.005921375,0.87951,"neutral",2,0.382491074057084,0.825929766911399,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_200.9",0.2883,0.067732,-0.01595425,0.8632425,"neutral",2,0.214917762235886,0.898113451112635,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_203.8",0.287785,0.06530675,-0.017924,0.87035,"neutral",2,0.620815639804897,0.733147902942236,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_205.8",0.2884125,0.06470675,-0.014661,0.8718475,"neutral",2,0.171504036093549,0.917821806245961,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_230.8",0.28245,0.091434,-0.0537275,0.7710425,"neutral",2,0.788335274714799,0.674241018783419,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_241.0",0.2789625,0.10966,-0.08276525,0.71857,"neutral",2,0.624687399973561,0.731729989416156,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_245.6",0.2794825,0.10456,-0.073146,0.7320825,"neutral",2,1.35729848388875,0.507301771730647,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_269.4",0.304585,0.0969845,0.06344525,0.7506475,"neutral",2,30.7731046059504,2.07828565175779e-07,8.31314260703117e-06,"adaptive","neutral"
"\textit{Arabis alpina}","AGT_CAC_274.0",0.3482175,0.276205,0.257815,0.2853375,"neutral",2,15.5566660167428,0.000418709578528496,0.0037218629202533,"adaptive","neutral"
"\textit{Arabis alpina}","AGT_CAC_285.6",0.2757125,0.12356,-0.1012035,0.7063,"neutral",2,0.466103387736197,0.792112625100371,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_291.5",0.284035,0.081708,-0.0415045,0.8040625,"neutral",2,0.451332917284478,0.797984218022353,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_315.2",0.2975075,0.07365725,0.0310095,0.844285,"neutral",2,20.0830812716801,4.35526226088249e-05,0.000580701634784333,"adaptive","neutral"
"\textit{Arabis alpina}","AGT_CAC_347.8",0.5921825,0.9966,1.331225,0.003400325,"adaptive",2,21.4680826464856,2.17903940923818e-05,0.000435370736711143,"adaptive","adaptive"
"\textit{Arabis alpina}","AGT_CAC_386.5",0.26714,0.16142,-0.1702,0.6270425,"neutral",2,0.235119564800681,0.88908735838125,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","AGT_CAC_444.3",0.3023725,0.08758375,0.05382725,0.7801025,"neutral",2,13.7207196027448,0.00104853659984182,0.00838829279873457,"adaptive","neutral"
"\textit{Arabis alpina}","AGT_CAC_489.1",0.2897775,0.0553805,-0.005617575,0.88578,"neutral",2,2.41495998247136,0.298949686825986,0.764124519410709,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_52.4",0.2899125,0.0649065,-0.006864675,0.8705025,"neutral",2,3.40690945769591,0.182053490935564,0.515553069821771,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_96.2",0.2911275,0.049155,0.0022736,0.8890875,"neutral",2,1.25389703738468,0.534219477080825,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_99.5",0.303895,0.0939845,0.05981275,0.76042,"neutral",2,24.3257963713407,5.22060017998565e-06,0.000139216004799617,"adaptive","neutral"
"\textit{Arabis alpina}","ATC_CAC_123.5",0.3212125,0.16712,0.1376525,0.5930475,"neutral",2,7.11647170576148,0.0284890392647834,0.134066067128392,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_139.7",0.267375,0.16232,-0.1642425,0.6466975,"neutral",2,1.14953067529795,0.562836929948687,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_140.8",0.26258,0.185745,-0.2011275,0.5161475,"neutral",2,0.129912409297831,0.937108503474628,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_144.1",0.2918475,0.0646315,0.00336535,0.8718475,"neutral",2,5.95164095508039,0.0510055679085136,0.204022271634054,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_148.6",0.29993,0.081783,0.04302875,0.801715,"neutral",2,1.08128451804031,0.582374097217547,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_149.8",0.2864875,0.0747825,-0.027019,0.835725,"neutral",2,0.69599512888244,0.706100595961796,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_151.8",0.29052,0.069757,-0.00472705,0.856845,"neutral",2,0.235610840879435,0.888868991526403,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_156.1",0.24458,0.265855,-0.34436,0.3457175,"neutral",2,0.204160002398967,0.902957311111279,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_181.9",0.29421,0.0655315,0.01545275,0.87054,"neutral",2,0.198529042039811,0.905503151723885,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_189.9",0.290215,0.070857,-0.00668605,0.8522675,"neutral",2,2.15817037008156,0.339906334856666,0.824015357228281,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_194.8",0.2892175,0.061581,-0.0097043,0.8773775,"neutral",2,0.379256231549211,0.827266724190757,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_204.2",0.298655,0.07658275,0.0368445,0.829695,"neutral",2,0.0507074497754801,0.974964981648015,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_207.3",0.295005,0.068282,0.0194595,0.862545,"neutral",2,10.0262563928224,0.00665006801590394,0.0445376290698086,"adaptive","neutral"
"\textit{Arabis alpina}","ATC_CAC_220.7",0.2876475,0.078733,-0.02319225,0.8218775,"neutral",2,2.71539616464246,0.257252269455811,0.686006051882162,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_230.7",0.2844525,0.082033,-0.0399825,0.8044225,"neutral",2,0.913651071075939,0.633290817167041,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_233.7",0.2874675,0.069182,-0.02051025,0.85748,"neutral",2,0.188173639825508,0.910203735001386,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_235.8",0.283565,0.0881335,-0.04821775,0.77515,"neutral",2,0.0596319166789449,0.970624152392104,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_266.2",0.2936825,0.06218125,0.013721,0.8761375,"neutral",2,0.159725652945593,0.923242982197231,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_274.9",0.28895,0.057306,-0.010125775,0.88293,"neutral",2,2.06606542104721,0.355925901900402,0.837472710353887,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_276.4",0.28996,0.069257,-0.007824475,0.8585175,"neutral",2,4.47453514081981,0.10674979252768,0.371303626183235,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_277.8",0.288765,0.079033,-0.01709775,0.8206225,"neutral",2,0.94323776247725,0.623991282390324,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_287.8",0.288,0.060206,-0.015749,0.8795,"neutral",2,1.96473992247029,0.374422679271817,0.85582326690701,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_288.7",0.2935225,0.05493025,0.0136375,0.8863725,"neutral",2,5.77723564756274,0.0556530818420497,0.212011740350666,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_347.9",0.5467775,0.959525,1.1309,0.0219395,"adaptive",2,19.010727690333,7.44514111139371e-05,0.000850873269873566,"adaptive","adaptive"
"\textit{Arabis alpina}","ATC_CAC_370.4",0.294605,0.057906,0.0189625,0.882115,"neutral",2,4.13600823438829,0.126437885237952,0.404601232761446,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_373.3",0.286615,0.080183,-0.0294715,0.8159675,"neutral",2,0.581642367510338,0.747649357916299,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_387.7",0.2852425,0.08220825,-0.036419,0.8006075,"neutral",2,1.41529023835103,0.492803325222247,0.974964981648015,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_405.7",0.2964625,0.06548125,0.02743175,0.8711975,"neutral",2,8.47113093509245,0.0144716246495664,0.0890561516896395,"adaptive","neutral"
"\textit{Arabis alpina}","ATC_CAC_430.5",0.2982375,0.07513225,0.0341995,0.838075,"neutral",2,21.0238026875766,2.72106710444464e-05,0.000435370736711143,"adaptive","neutral"
"\textit{Arabis alpina}","ATC_CAC_442.2",0.292575,0.05460525,0.008988875,0.886365,"neutral",2,3.9775795583674,0.136860957239699,0.421110637660611,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_445.2",0.2917525,0.05585575,0.00449975,0.8843825,"neutral",2,7.57656703216472,0.0226344201442657,0.113172100721329,"neutral","neutral"
"\textit{Arabis alpina}","ATC_CAC_456.3",0.2903575,0.069857,-0.00546005,0.85377,"neutral",2,1.51095890409692,0.469785321191547,0.974964981648015,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_101.6",0.389965,0.0691819,-0.0078252,0.89651975,"neutral",2,4.49441579542483,0.105693921197998,0.369928724192994,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_122.8",0.3825475,0.091059,-0.04989775,0.8565575,"neutral",2,0.00458821946470633,0.997708519726239,0.997708519726239,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_132.9",0.3900325,0.07405725,-0.0084026,0.8865475,"neutral",2,0.230056631892655,0.891340904388284,0.997708519726239,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_153.4",0.3885475,0.082683,-0.01850175,0.871,"neutral",2,0.708022647745446,0.701867019457597,0.997708519726239,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_155.4",0.3900875,0.070807,-0.00805805,0.8942925,"neutral",2,0.149368677546524,0.928036385201522,0.997708519726239,"neutral","neutral"
"\textit{Campanula barbata}","ACA_CTA_164.8",0.364515,0.148915,-0.1585775,0.7986375,"neutral",2,0.752191602858494,0.686536558708159,0.997708519726239,"neutral","neutral"
