"Species","Primer","Bayescan_fst","Bayescan_Probability","Bayescan_alpha","Bayescan_qvalue","Bayescan_Type","PCadapt_K","PCadapt_chi2_statistic","PCadapt_pvalue","PCadapt_qvalue","PCadapt_Type","Overall_Type"
"\textit{Androsace obtusifolia}","AAC_CAN_133.0",0.183966666666667,0.0689473333333333,-0.0183716666666667,0.884876666666667,"neutral",28,28.1893582661186,0.454447446035636,0.94899319613324,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_136.0",0.184743333333333,0.0674133333333333,-0.011666,0.886416666666667,"neutral",28,22.9180623047746,0.737130028246041,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_137.0",0.183086666666667,0.102286666666667,-0.0439953333333333,0.799786666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_146.0",0.18563,0.083817,-0.0137133333333333,0.861726666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_151.0",0.187156666666667,0.072748,0.00218969666666667,0.879803333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_152.0",0.185953333333333,0.086817,-0.014394,0.85325,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_153.0",0.186826666666667,0.079416,-0.00314609333333333,0.87085,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_182.0",0.17575,0.12082,-0.107534666666667,0.658003333333333,"neutral",28,33.2689919018135,0.225980653642744,0.793070339564573,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_195.0",0.187213333333333,0.059145,0.00820016666666667,0.88777,"neutral",28,96.928564847441,1.58452967260519e-09,9.37513389624737e-09,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_211.0",0.183353333333333,0.0714143333333333,-0.0234903333333333,0.88213,"neutral",28,27.3362291986898,0.5,0.975947548701063,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_220.0",0.1825,0.101953333333333,-0.0502663333333333,0.800596666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_231.0",0.18861,0.071548,0.01314,0.881503333333333,"neutral",28,25.5194037184232,0.599443167399262,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_239.0",0.18733,0.0765486666666667,0.00287098633333333,0.87541,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_272.0",0.18396,0.0843503333333333,-0.0231593333333333,0.8594,"neutral",28,117.695024938217,5.76642443202045e-13,5.11770168341815e-12,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AAC_CAN_319.0",0.186163333333333,0.0856173333333333,-0.00991073333333333,0.857206666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_81.0",0.19162,0.072548,0.0319973333333333,0.880916666666667,"neutral",28,25.3777899545074,0.607204482570468,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_85.0",0.18317,0.0878173333333333,-0.035407,0.85151,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_90.0",0.182073333333333,0.0961526666666667,-0.0489073333333333,0.826203333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_97.0",0.18498,0.078949,-0.0160703333333333,0.871603333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_99.0",0.33896,0.570646666666667,0.75934,0.2432,"neutral",28,104.134173451331,1.07124112070703e-10,7.60581195701993e-10,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_100.0",0.189253333333333,0.06788,0.018293,0.884576666666667,"neutral",28,20.3211277627349,0.852478236849357,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_102.0",0.178766666666667,0.107953333333333,-0.0755993333333333,0.768656666666667,"neutral",28,113.001171364383,3.59137608028051e-12,2.83319668555462e-11,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_103.0",0.184623333333333,0.0763486666666667,-0.015952,0.874943333333333,"neutral",28,30.6999466835515,0.330564307239943,0.809312614277103,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_108.0",0.18161,0.087151,-0.0419136666666667,0.85351,"neutral",28,18.5946869733173,0.910173892856602,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_120.0",0.196883333333333,0.0992866666666667,0.058618,0.816276666666667,"neutral",28,28.3246702175772,0.447346113133664,0.94899319613324,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_124.0",0.207876666666667,0.13483,0.115786666666667,0.56758,"neutral",28,16.9377597282779,0.949808209134575,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_126.0",0.202976666666667,0.115686666666667,0.0900503333333333,0.691423333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_129.0",0.185553333333333,0.08355,-0.0130453333333333,0.860696666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_131.0",0.205636666666667,0.13063,0.106226666666667,0.59927,"neutral",28,19.5023327672698,0.881922484532535,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_133.0",0.190873333333333,0.077482,0.026855,0.872606666666667,"neutral",28,23.4209191492068,0.711698424782423,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_135.0",0.18091,0.0926853333333333,-0.0509633333333333,0.835756666666667,"neutral",28,31.2668695350847,0.305358511976225,0.809312614277103,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_140.0",0.186973333333333,0.0765486666666667,-0.000256896666666667,0.873733333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_148.0",0.199726666666667,0.107953,0.0723023333333333,0.75367,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_152.0",0.197346666666667,0.095886,0.062926,0.829066666666667,"neutral",28,21.9603577034127,0.783123186230666,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_153.0",0.18474,0.0770156666666667,-0.0169676666666667,0.87528,"neutral",28,29.6102838539784,0.38208473200313,0.875097289426525,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_155.0",0.182503333333333,0.079149,-0.0305943333333333,0.87077,"neutral",28,94.0396953323626,4.58097378168938e-09,2.32320813214247e-08,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_157.0",0.18205,0.09982,-0.0505223333333333,0.810703333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_159.0",0.195356666666667,0.0873506666666667,0.0524886666666667,0.852006666666667,"neutral",28,25.6199010761146,0.593928821432585,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_162.0",0.186343333333333,0.0814163333333333,-0.00670409333333333,0.866853333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_168.0",0.187606666666667,0.0675466666666667,0.00835026666666667,0.884856666666667,"neutral",28,20.2640272031103,0.854650167572554,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_173.0",0.503573333333333,0.948656666666667,1.5341,0.0513436666666667,"adaptive",28,77.1226768697406,1.77650371181243e-06,7.41951550227545e-06,"adaptive","adaptive"
"\textit{Androsace obtusifolia}","ACA_CAT_177.0",0.179833333333333,0.0907516666666667,-0.058646,0.844613333333333,"neutral",28,28.647648737537,0.430558207505452,0.94899319613324,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_178.0",0.18742,0.0774823333333333,0.0022621,0.87428,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_187.0",0.185976666666667,0.0659466666666667,-0.00238356666666667,0.88653,"neutral",28,23.9090115799325,0.686329231166332,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_192.0",0.184203333333333,0.079549,-0.020518,0.87075,"neutral",28,25.6402453788131,0.592811982024443,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_196.0",0.295246666666667,0.433153333333333,0.547496666666667,0.307926666666667,"neutral",28,78.2736769364869,1.20322036541966e-06,5.33929037154976e-06,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_199.0",0.199236666666667,0.10102,0.0703623333333333,0.807943333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_200.0",0.183603333333333,0.091018,-0.0305476666666667,0.844303333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_204.0",0.215636666666667,0.16403,0.153776666666667,0.395933333333333,"neutral",28,21.5054684060353,0.803655110038521,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_205.0",0.191716666666667,0.0798826666666667,0.0302163333333333,0.869316666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_210.0",0.18167,0.094952,-0.048737,0.833043333333333,"neutral",28,30.4312961270585,0.342902973795788,0.811537037983366,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_214.0",0.207266666666667,0.137163333333333,0.114216666666667,0.53047,"neutral",28,16.5174621683268,0.957521505116133,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_219.0",0.184683333333333,0.075815,-0.0173076666666667,0.876666666666667,"neutral",28,100.499618562769,4.20216402211157e-10,2.71230586881747e-09,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_229.0",0.190766666666667,0.0696806666666667,0.0289293333333333,0.883506666666667,"neutral",28,27.4287061367677,0.495006019029474,0.975947548701063,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_237.0",0.201433333333333,0.111953333333333,0.08233,0.723,"neutral",28,20.7281813746841,0.836496417970897,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_243.0",0.185476666666667,0.0849503333333333,-0.0154423333333333,0.858426666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_246.0",0.183656666666667,0.085084,-0.029197,0.857406666666667,"neutral",28,32.0801396757671,0.271261929015218,0.802483206670021,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_248.0",0.452513333333333,0.859303333333333,1.2986,0.0960193333333333,"adaptive",28,21.1146230360541,0.820537673345358,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_282.0",0.185633333333333,0.070214,-0.0061761,0.88328,"neutral",28,155.345904170216,1.33210745485026e-19,2.3644907323592e-18,"adaptive","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_300.0",0.199953333333333,0.10662,0.074312,0.773226666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_390.0",0.183666666666667,0.0763486666666667,-0.023011,0.875506666666667,"neutral",28,23.5504442586154,0.705026707078254,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_391.0",0.1826,0.085417,-0.0358933333333333,0.857096666666667,"neutral",28,23.1730115483802,0.724333753439526,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","ACA_CAT_393.0",0.18532,0.0812163333333333,-0.0126884,0.86748,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_82.3",0.182273333333333,0.0904846666666667,-0.043598,0.842996666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_83.0",0.18726,0.0719476666666667,0.00410309666666667,0.881366666666667,"neutral",28,22.013213766292,0.780679044249443,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_84.2",0.18876,0.071014,0.0134303333333333,0.882766666666667,"neutral",28,121.748091175282,1.16969056500424e-13,1.38413383525502e-12,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_86.9",0.183936666666667,0.075415,-0.0199436666666667,0.87648,"neutral",28,82.1073619921194,3.2268795396574e-07,1.52738964877117e-06,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_90.9",0.1837,0.0821496666666667,-0.0251473333333333,0.86548,"neutral",28,25.8221999185908,0.582817221701952,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_94.8",0.184223333333333,0.0906183333333333,-0.0271266666666667,0.84352,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_95.6",0.182066666666667,0.088551,-0.043351,0.849073333333333,"neutral",28,118.488316677758,4.22464602107923e-13,4.28499810709465e-12,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_100.0",0.18792,0.0699473333333333,0.00893463333333333,0.884026666666667,"neutral",28,18.5760329524513,0.910705432032381,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_101.0",0.18017,0.095552,-0.0593566666666667,0.82721,"neutral",28,171.00108343547,1.81756282658178e-22,4.30156535624356e-21,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_109.3",0.18653,0.0790156666666667,-0.0065713,0.872013333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_110.2",0.183303333333333,0.0930183333333333,-0.03687,0.838673333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_113.5",0.180473333333333,0.107753333333333,-0.0689923333333333,0.766326666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_115.9",0.172873333333333,0.139496666666667,-0.142873333333333,0.523956666666667,"neutral",28,174.851322730733,3.52754143656189e-23,1.25227720997947e-21,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_117.4",0.186036666666667,0.08175,-0.00963143333333333,0.86636,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_118.2",0.18001,0.105886666666667,-0.067612,0.771623333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_122.9",0.18455,0.0751483333333333,-0.0189026666666667,0.877726666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_129.5",0.17794,0.120553333333333,-0.0975606666666667,0.658053333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_130.1",0.176443333333333,0.117553333333333,-0.104570333333333,0.67367,"neutral",28,24.797110187193,0.638854696352077,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_135.5",0.188806666666667,0.0774153333333333,0.0125098,0.875206666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_137.9",0.18924,0.0725476666666667,0.016894,0.88091,"neutral",28,34.4702280651536,0.18581780631555,0.732948013800226,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_144.9",0.183723333333333,0.0882176666666667,-0.0307636666666667,0.849833333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_145.8",0.183386666666667,0.080416,-0.0265823333333333,0.868656666666667,"neutral",28,31.5381751914334,0.29370870485751,0.809312614277103,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_150.9",0.176883333333333,0.114286666666667,-0.0949843333333333,0.706643333333333,"neutral",28,27.1775980519965,0.508592384534357,0.975947548701063,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_152.8",0.180416666666667,0.109553333333333,-0.0717366666666667,0.756083333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_155.4",0.177933333333333,0.10962,-0.0855516666666667,0.75427,"neutral",28,20.8580266206988,0.831217955018364,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_164.0",0.18041,0.0936186666666667,-0.057835,0.838243333333333,"neutral",28,30.8209447884093,0.325088672712411,0.809312614277103,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_175.9",0.185173333333333,0.0912183333333333,-0.021325,0.84221,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_181.6",0.180326666666667,0.10142,-0.063295,0.80202,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_182.1",0.182326666666667,0.099353,-0.0511236666666667,0.816053333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_188.1",0.185573333333333,0.089685,-0.0172266666666667,0.84775,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_191.3",0.179776666666667,0.112486666666667,-0.0799006666666667,0.715393333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_193.9",0.188356666666667,0.070147,0.0120416333333333,0.883616666666667,"neutral",28,23.8498240192645,0.689437279174258,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_196.8",0.186226666666667,0.0762153333333333,-0.00719566666666667,0.875376666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_201.7",0.182886666666667,0.081283,-0.0334946666666667,0.86525,"neutral",28,144.062634686015,1.4307966261319e-17,2.03173120910729e-16,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_212.4",0.210263333333333,0.144963333333333,0.12933,0.491493333333333,"neutral",28,15.94542875278,0.96662053108817,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_215.6",0.182146666666667,0.0934853333333333,-0.0433723333333333,0.837596666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_219.0",0.18998,0.077949,0.0198553333333333,0.873466666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_225.2",0.183023333333333,0.0996196666666667,-0.0445316666666667,0.81434,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_253.2",0.179866666666667,0.0999533333333333,-0.0665073333333333,0.812213333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_256.7",0.182243333333333,0.0982196666666667,-0.0489433333333333,0.815766666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_262.5",0.3331,0.648596666666667,0.748063333333333,0.181146666666667,"neutral",28,17.989187684725,0.926421243085433,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_263.6",0.188603333333333,0.0629456666666667,0.016457,0.88762,"neutral",28,22.3144613989128,0.766528911450329,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_264.8",0.188646666666667,0.0742813333333333,0.0120037333333333,0.878546666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_267.9",0.1831,0.09862,-0.042384,0.819733333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_269.8",0.185733333333333,0.0822166666666667,-0.0128246666666667,0.8641,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_270.8",0.18675,0.08335,-0.00563191333333333,0.86091,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_276.8",0.184933333333333,0.082683,-0.017238,0.862476666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_299.0",0.17974,0.10362,-0.0697343333333333,0.792563333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_305.1",0.18133,0.0972196666666667,-0.0526423333333333,0.8254,"neutral",28,32.9266833960853,0.238454707051409,0.793070339564573,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_312.1",0.18514,0.085217,-0.018613,0.85688,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_313.2",0.182453333333333,0.102753333333333,-0.049853,0.79412,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_316.0",0.18152,0.088151,-0.042382,0.851176666666667,"neutral",28,32.7323466469199,0.245740105217192,0.793070339564573,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_319.0",0.198353333333333,0.0952193333333333,0.0663383333333333,0.83235,"neutral",28,21.3295459642845,0.811343845340418,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_324.1",0.181793333333333,0.0944186666666667,-0.0488733333333333,0.83098,"neutral",28,314.457915646661,3.26728201890157e-50,2.31977023342012e-48,"adaptive","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_359.4",0.18372,0.0840833333333333,-0.0245243333333333,0.859586666666667,"neutral",28,33.8643409085164,0.205375464770785,0.767455684143461,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_360.5",0.17829,0.11002,-0.0810463333333333,0.748533333333333,"neutral",28,32.3162785097716,0.261831663999242,0.802483206670021,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_363.2",0.18406,0.0878173333333333,-0.0289366666666667,0.851283333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_364.1",0.191516666666667,0.0804826666666667,0.0288043333333333,0.868526666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_376.2",0.183236666666667,0.100619666666667,-0.0407226666666667,0.806013333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_376.7",0.181096666666667,0.102553333333333,-0.0613763333333333,0.800763333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_396.0",0.18611,0.0810163333333333,-0.00862593333333333,0.866826666666667,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_403.4",0.188533333333333,0.071548,0.0120153333333333,0.882066666666667,"neutral",28,19.0829378670352,0.895557498507616,0.9795777608851,"neutral","neutral"
"\textit{Androsace obtusifolia}","AGG_CAA_420.5",0.18651,0.079616,-0.00709773333333333,0.870833333333333,"neutral",28,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_51.9",0.20154,0.0725478333333333,-0.0170276666666667,0.873760666666667,"neutral",30,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_54.7",0.20713,0.0628126666666667,0.022503,0.884243333333333,"neutral",30,24.9849550170157,0.725762713800484,0.999693479195844,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_69.0",0.195643333333333,0.104153333333333,-0.068747,0.789423333333333,"neutral",30,93.0648647341846,2.2364517047493e-08,8.51981601809258e-08,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_73.6",0.19385,0.115753333333333,-0.0938136666666667,0.741786666666667,"neutral",30,174.20115820568,2.93483980557395e-22,1.95655987038263e-21,"adaptive","neutral"
"\textit{Arabis alpina}","AAT_CAC_77.9",0.199333333333333,0.0947523333333333,-0.042585,0.836116666666667,"neutral",30,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_86.9",0.206,0.0732143333333333,0.0109695333333333,0.872973333333333,"neutral",30,NA,NA,NA,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_90.5",0.20647,0.062346,0.018404,0.885183333333333,"neutral",30,26.0247891743898,0.673865605158908,0.999693479195844,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_95.3",0.198566666666667,0.096086,-0.0497283333333333,0.831853333333333,"neutral",30,30.5063643315078,0.439953294991307,0.97395637108387,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_97.0",0.229893333333333,0.15283,0.1337,0.623736666666667,"neutral",30,21.9988340918336,0.854086418717739,0.999693479195844,"neutral","neutral"
"\textit{Arabis alpina}","AAT_CAC_97.1",0.1982,0.0999533333333333,-0.0543366666666667,0.81195,"neutral",30,NA,NA,NA,"neutral","neutral"
